INCIDENT_NUMBER,SR_CREATION_CHANNEL,INCIDENT_ADDRESS,STATUS,GROUP_NAME,NAME,INCIDENT_DATE,ATTRIBUTE5,ATTRIBUTE6
333222,AGENT,BEGGAR'S BUSH COURT SHELBOURNE ROAD BALLSBRIDGE,CLOSED,EHO1,Noise Pollution Incident,22/11/2011,317704,233184
328360,AGENT,ELTON COURT FAIRVIEW APARTMENT 10,CLOSED,EHO1,Noise Pollution Incident,10/11/2011,717169.00,736319.22
324686,AGENT,AUGHRIM STREET 23,CLOSED,EHO1,Noise Pollution Incident,01/11/2011,713958.03,735115.01
331368,AGENT,DAME STREET DUBLIN 2,CLOSED,EHO1,Noise Pollution Incident,18/11/2011,315455,234027
315728,AGENT,CAPEL STREET 118,CLOSED,EHO1,Noise Pollution Incident,14/10/2011,715239.06,734590.88
313546,AGENT,TEMPLE BAR DUBLIN 2,CLOSED,EHO1,Noise Pollution Incident,10/10/2011,315647,234189
333588,AGENT,PHIBSBOROUGH ROAD PHIBSBOROUGH CROSS GUNS QUAY,CLOSED,EHO1,Noise Pollution Incident,23/11/2011,714951.41,736297.47
313552,AGENT,TEMPLE BAR DUBLIN 2,CLOSED,EHO1,Noise Pollution Incident,10/10/2011,315647,234189
328284,AGENT,GRANGE ROAD DONAGHMEDE,CLOSED,Customer Services Centre,Noise Pollution Incident,10/11/2011,321949,239424
328424,AGENT,DURROW ROAD CRUMLIN 77,CLOSED,EHO1,Noise Pollution Incident,10/11/2011,713118.35,731388.33
312598,AGENT,PETER STREET DUBLIN 8,CLOSED,EHO1,Noise Pollution Incident,07/10/2011,315331,233480
313296,AGENT,BOW STREET SMITHFIELD,CLOSED,EHO1,Noise Pollution Incident,10/10/2011,314795,234321
309790,AGENT,HAROLD'S CROSS ROAD HAROLD'S CROSS,CLOSED,EHO1,Noise Pollution Incident,30/09/2011,314528,230729
308252,AGENT,DUNARD COURT DUNARD ROAD CABRA,CLOSED,EHO1,Noise Pollution Incident,28/09/2011,313385,235829
333762,AGENT,NORTON'S AVENUE PHIBSBOROUGH 15,CLOSED,EHO1,Noise Pollution Incident,23/11/2011,714914.66,735753.86
328346,AGENT,CARLINGFORD ROAD DRUMCONDRA 8,CLOSED,EHO1,Noise Pollution Incident,10/11/2011,715927.60,736577.50
328930,AGENT,DAME STREET DUBLIN 2,CLOSED,EHO1,Noise Pollution Incident,11/11/2011,315455,234027
314198,AGENT,SAINT MARGARET'S AVENUE DUBLIN 1,CLOSED,EHO1,Noise Pollution Incident,11/10/2011,316330,235612
323316,AGENT,MILITARY ROAD KILMAINHAM,CLOSED,EHO1,Noise Pollution Incident,28/10/2011,313455,233887
311364,AGENT,HOLLES ROW 1,CLOSED,EHO1,Noise Pollution Incident,04/10/2011,716854.93,733672.42
323378,AGENT,LITTON LANE 2-4,CLOSED,EHO1,Noise Pollution Incident,28/10/2011,715767.45,734445.72
308732,AGENT,EUGENE STREET 67,CLOSED,EHO1,Noise Pollution Incident,28/09/2011,714076.07,733083.03
312328,AGENT,SAINT MARY'S ROAD BALLSBRIDGE 33,CLOSED,EHO1,Noise Pollution Incident,06/10/2011,717311.32,732989.76
329756,AGENT,ABBOTSTOWN ROAD FINGLAS WEST 27,CLOSED,EHO1,Noise Pollution Incident,14/11/2011,712067.00,738958.66
312630,AGENT,O'CONNELL STREET LOWER DUBLIN 1,CLOSED,EHO1,Noise Pollution Incident,07/10/2011,315905,234425
321608,AGENT,CLARION QUAY NORTH WALL QUAY NORTH WALL,CLOSED,EHO1,Noise Pollution Incident,25/10/2011,316965,234565
310766,AGENT,SACKVILLE AVENUE BALLYBOUGH,CLOSED,EHO1,Noise Pollution Incident,03/10/2011,316670,235694
312252,AGENT,TEMPLE BAR DUBLIN 2,CLOSED,EHO1,Noise Pollution Incident,06/10/2011,315647,234189
318252,AGENT,BALLYMUN ROAD 101,CLOSED,EHO1,Noise Pollution Incident,19/10/2011,715368.74,738524.72
309464,AGENT,IRISH LIFE CENTRE ABBEY STREET LOWER BLOCK 1,CLOSED,EHO1,Noise Pollution Incident,30/09/2011,716137.40,734650.36
331430,AGENT,KILDARE STREET 14/15,CLOSED,EHO1,Noise Pollution Incident,18/11/2011,716111.52,733533.10
333812,AGENT,REHOBOTH PLACE DUBLIN 8,CLOSED,EHO1,Noise Pollution Incident,23/11/2011,313908,232690
331128,AGENT,FOWNES STREET UPPER DUBLIN 2,CLOSED,EHO1,Noise Pollution Incident,17/11/2011,315705,234045
317064,AGENT,TEMPLE BAR DUBLIN 2,CLOSED,EHO1,Noise Pollution Incident,17/10/2011,315647,234189
307856,AGENT,CAMDEN STREET LOWER 10,CLOSED,EHO1,Noise Pollution Incident,27/09/2011,715552.54,733136.12
315308,AGENT,MCKELVEY ROAD FINGLAS EAST 7,CLOSED,EHO1,Noise Pollution Incident,13/10/2011,712757.29,740145.36
318140,AGENT,BOTANIC AVENUE DRUMCONDRA,CLOSED,EHO1,Noise Pollution Incident,19/10/2011,315294,236656
323224,AGENT,TEELING WAY EAST ROAD EAST WALL APARTMENT 69,CLOSED,EHO1,Noise Pollution Incident,28/10/2011,717862.29,735025.35
341146,AGENT,BACHELORS WALK APARTMENTS BACHELORS WALK APARTMENT 99,CLOSED,EHO1,Noise Pollution Incident,12/12/2011,715709.90,734379.88
339266,AGENT,MONTROSE AVENUE ARTANE 18,CLOSED,EHO1,Noise Pollution Incident,07/12/2011,718223.70,738830.07
344594,AGENT,CHURCH ROAD EAST WALL,CLOSED,EHO1,Noise Pollution Incident,22/12/2011,317380,234924
360400,AGENT,BALLYBOUGH ROAD BALLYBOUGH RERE OF 87,CLOSED,EHO1,Noise Pollution Incident,13/02/2012,716747.62,735693.49
355570,AGENT,SAINT JAMES'S AVENUE BALLYBOUGH 28,CLOSED,EHO1,Noise Pollution Incident,24/01/2012,716597.97,735943.12
344314,AGENT,PERCY PLACE BALLSBRIDGE 37,CLOSED,EHO1,Noise Pollution Incident,21/12/2011,717125.30,733229.52
338918,AGENT,GEORGE'S QUAY DUBLIN 2,CLOSED,EHO1,Noise Pollution Incident,06/12/2011,316259,234419
360858,AGENT,GARDINER STREET LOWER GANDON HALL 46,CLOSED,EHO1,Noise Pollution Incident,15/02/2012,716159.55,734983.16
358560,AGENT,RANELAGH ROAD RANELAGH,CLOSED,EHO1,Noise Pollution Incident,06/02/2012,315951,232000
342060,AGENT,MEATH STREET 31,CLOSED,EHO1,Noise Pollution Incident,14/12/2011,714632.90,733670.15
342716,AGENT,TRINITY HALL DARTRY ROAD DARTRY HOUSE 86,CLOSED,EHO1,Noise Pollution Incident,16/12/2011,715790.09,730558.21
359276,AGENT,WILTON PLACE DUBLIN 2,CLOSED,EHO1,Noise Pollution Incident,08/02/2012,316640,232845
368176,AGENT,SAINT VINCENT STREET NORTH PHIBSBOROUGH 9,CLOSED,EHO1,Noise Pollution Incident,07/03/2012,715107.62,735766.93
343438,AGENT,SUSSEX ROAD BALLSBRIDGE 11,CLOSED,EHO1,Noise Pollution Incident,19/12/2011,716507.99,732556.21
359558,AGENT,PARKGATE PLACE PARKGATE STREET BLOCK 4 APARTMENT 150,CLOSED,EHO1,Noise Pollution Incident,09/02/2012,713565.82,734348.98
353412,AGENT,HAMPTON LODGE GRACE PARK ROAD DRUMCONDRA,CLOSED,EHO1,Noise Pollution Incident,18/01/2012,316889,237589
339298,AGENT,FLEMING'S PLACE BALLSBRIDGE,CLOSED,EHO1,Noise Pollution Incident,07/12/2011,316869,232735
357672,AGENT,FREDERICK STREET NORTH 33,CLOSED,EHO1,Noise Pollution Incident,02/02/2012,715540.91,735272.67
341916,AGENT,SPENCER DOCK NORTH WALL QUAY NORTH WALL SAUNDERS HOUSE,CLOSED,EHO1,Noise Pollution Incident,14/12/2011,717313.56,734658.52
337112,AGENT,CHURCH ROAD EAST WALL 105,CLOSED,EHO1,Noise Pollution Incident,01/12/2011,717527.37,735331.62
367880,AGENT,COWS LANE SAULS COURT APARTMENT 21,CLOSED,EHO1,Noise Pollution Incident,06/03/2012,715276.92,734087.58
357666,AGENT,STRAND STREET LITTLE SMITHFIELD 19,CLOSED,EHO1,Noise Pollution Incident,02/02/2012,715214.40,734312.13
357066,AGENT,BUCKINGHAM STREET UPPER 22,CLOSED,EHO1,Noise Pollution Incident,30/01/2012,716482.44,735253.72
339188,AGENT,O'CONNELL STREET LOWER 1,CLOSED,EHO1,Noise Pollution Incident,07/12/2011,715925.88,734473.56
360258,AGENT,WOLFE TONE STREET WOLFE TONE CLOSE APARTMENT 56,CLOSED,EHO1,Noise Pollution Incident,13/02/2012,715356.07,734672.24
352698,AGENT,BERESFORD LAWN DRUMCONDRA 13,CLOSED,EHO1,Noise Pollution Incident,16/01/2012,716672.28,737274.12
357320,AGENT,POPPINTREE PARADE BALLYMUN,CLOSED,EHO1,Noise Pollution Incident,31/01/2012,314642,240189
355710,AGENT,O'DALY ROAD DRUMCONDRA,CLOSED,EHO1,Noise Pollution Incident,25/01/2012,315853,237347
337364,AGENT,DUKE STREET 16,CLOSED,EHO1,Noise Pollution Incident,01/12/2011,715949.06,733806.37
346900,AGENT,LOMBARD STREET WEST DUBLIN 8,CLOSED,EHO1,Noise Pollution Incident,03/01/2012,314978,232888
357276,AGENT,KING STREET NORTH SMITHFIELD,CLOSED,EHO1,Noise Pollution Incident,31/01/2012,314475,234632
348906,AGENT,CORN EXCHANGE PLACE 2-6 EXCHANGE COURT,CLOSED,EHO1,Noise Pollution Incident,06/01/2012,716149.62,734410.55
332360,AGENT,BANGOR DRIVE CRUMLIN 12,CLOSED,EHO1,Noise Pollution Incident,21/11/2011,712958.24,732196.98
356146,AGENT,CROSBIES YARD TOLKA QUAY ROAD DUBLIN PORT,CLOSED,EHO1,Noise Pollution Incident,26/01/2012,320103,235029
344470,AGENT,RIBH AVENUE HARMONSTOWN 51,CLOSED,Customer Services Centre,Noise Pollution Incident,22/12/2011,720527.52,738316.48
344120,AGENT,MARLBOROUGH MEWS CABRA 75,CLOSED,EHO1,Noise Pollution Incident,21/12/2011,713492.22,735203.84
364858,AGENT,BURGH QUAY DUBLIN 2,CLOSED,EHO1,Noise Pollution Incident,27/02/2012,315998,234361
355598,AGENT,REHOBOTH PLACE DUBLIN 8,CLOSED,EHO1,Noise Pollution Incident,24/01/2012,313908,232690
343382,AGENT,ESSEX STREET WEST DUBLIN 8,CLOSED,EHO1,Noise Pollution Incident,19/12/2011,315283,234067
357902,AGENT,NORTH CIRCULAR ROAD 380 FLAT 1,CLOSED,EHO1,Noise Pollution Incident,03/02/2012,715088.76,735874.83
341660,AGENT,NORTH STRAND ROAD NORTH STRAND,CLOSED,EHO1,Noise Pollution Incident,13/12/2011,316795,235239
343302,AGENT,THE VILLAGE CENTRE ASHTOWN ROAD RATHBORNE,CLOSED,EHO1,Noise Pollution Incident,19/12/2011,311037,237483
338960,AGENT,STONEY ROAD NORTH STRAND,CLOSED,EHO1,Noise Pollution Incident,06/12/2011,317256,235473
356078,AGENT,AVONDALE PARK RAHENY 23,CLOSED,EHO1,Noise Pollution Incident,26/01/2012,721657.96,738134.56
355600,AGENT,ASHFIELD ROAD RANELAGH,CLOSED,EHO1,Noise Pollution Incident,24/01/2012,316450,231491
365206,AGENT,HANOVER QUAY THE WATERFRONT APARTMENT 7,CLOSED,EHO1,Noise Pollution Incident,28/02/2012,317658.6,234093.5
355592,AGENT,EXCHANGE STREET UPPER 2,CLOSED,EHO1,Noise Pollution Incident,24/01/2012,715341.66,734073.29
355546,AGENT,CROW STREET 1,CLOSED,EHO1,Noise Pollution Incident,24/01/2012,715602.88,734105.35
355536,AGENT,WHITWORTH ROAD DRUMCONDRA,CLOSED,EHO1,Noise Pollution Incident,24/01/2012,315097,236001
338740,AGENT,GEORGE'S QUAY 2 GEORGE'S QUAY APARTMENTS APARTMENT 42,CLOSED,EHO1,Noise Pollution Incident,06/12/2011,716139.80,734436.33
361058,AGENT,KILLESTER AVENUE KILLESTER 143,CLOSED,EHO1,Noise Pollution Incident,16/02/2012,719141.04,737625.16
352828,AGENT,STRAND STREET GREAT 66,CLOSED,EHO1,Noise Pollution Incident,16/01/2012,715401.59,734346.60
341184,AGENT,LANGRISHE PLACE DUBLIN 1,CLOSED,EHO1,Noise Pollution Incident,12/12/2011,316146,235208
362452,AGENT,ESSEX STREET WEST 11,CLOSED,EHO1,Noise Pollution Incident,21/02/2012,715310.86,734126.42
344574,AGENT,CLANRANALD ROAD DONNYCARNEY 71,CLOSED,EHO1,Noise Pollution Incident,22/12/2011,718972.17,737563.42
357118,AGENT,KING STREET NORTH SMITHFIELD,CLOSED,EHO1,Noise Pollution Incident,30/01/2012,314475,234632
344638,AGENT,CLANRANALD ROAD DONNYCARNEY 71,CLOSED,EHO1,Noise Pollution Incident,22/12/2011,718972.17,737563.42
359530,AGENT,SPENCER DOCK NORTH WALL QUAY NORTH WALL SAUNDERS HOUSE APARTMENT 64,CLOSED,EHO1,Noise Pollution Incident,09/02/2012,717313.56,734658.52
336902,AGENT,NEWBURY TERRACE CLONSHAUGH 9,CLOSED,EHO1,Noise Pollution Incident,30/11/2011,718622.03,740480.60
358678,AGENT,GEORGE'S QUAY 2 GEORGE'S QUAY APARTMENTS APARTMENT 5,CLOSED,EHO1,Noise Pollution Incident,07/02/2012,716139.80,734436.33
359668,AGENT,KING STREET NORTH 199 FLAT 1,CLOSED,EHO1,Noise Pollution Incident,10/02/2012,715171.66,734803.12
186224,AGENT,FERNS ROAD CRUMLIN 18,CLOSED,South Central Area Office,Overflowing Skips,15/12/2010,713516.70,731561.05
186382,AGENT,SAINT BRIGID'S ROAD UPPER DRUMCONDRA 17,CLOSED,Central Area Office,Overflowing Skips,15/12/2010,715720.20,736310.12
35820,AGENT,RAVENSDALE PARK KIMMAGE 1,CLOSED,South Central Area Office,Overflowing Skips,02/11/2009,713461.93,730664.47
42656,AGENT,CASTLE AVENUE CLONTARF 131,CLOSED,North Central Area Office,Overflowing Skips,23/11/2009,719526.36,736871.48
34086,AGENT,RAVENSDALE PARK KIMMAGE 19,CLOSED,South Central Area Office,Overflowing Skips,27/10/2009,713294.82,730714.44
22676,AGENT,BULFIN HOUSE BULFIN ROAD INCHICORE 7,CLOSED,South Central Area Office,Overflowing Skips,14/09/2009,712655.32,733502.45
47714,AGENT,MERRION VIEW AVENUE BALLSBRIDGE 3,CLOSED,South East Area Office,Overflowing Skips,08/12/2009,718922.93,731431.31
36988,AGENT,RAVENSDALE PARK KIMMAGE 1,CLOSED,South Central Area Office,Overflowing Skips,04/11/2009,713461.93,730664.47
24186,AGENT,ERNE TERRACE REAR 4 SAINT JUDES,CLOSED,South East Area Office,Overflowing Skips,18/09/2009,716844.26,733934.94
33286,AGENT,CARNDONAGH PARK DONAGHMEDE 26,CLOSED,North Central Area Office,Overflowing Skips,21/10/2009,722649.50,739761.10
50314,AGENT,LONGWOOD AVENUE SOUTH CIRCULAR ROAD 35,CLOSED,South East Area Office,Overflowing Skips,15/12/2009,714975.75,732589.17
41148,AGENT,DUNLUCE ROAD CLONTARF 44,CLOSED,North Central Area Office,Overflowing Skips,17/11/2009,719767.84,737116.18
49882,AGENT,RUSSELL AVENUE DRUMCONDRA 56,CLOSED,Central Area Office,Overflowing Skips,14/12/2009,716105.08,736025.90
87858,AGENT,GALTYMORE ROAD DRIMNAGH,CLOSED,South Central Area Office,Overflowing Skips,20/04/2010,311695,232390
88922,AGENT,KILMORE ROAD ARTANE 3,CLOSED,North Central Area Office,Overflowing Skips,23/04/2010,718660.85,738799.13
60548,AGENT,RATOATH AVENUE FINGLAS 101,CLOSED,North West Area Office,Overflowing Skips,22/01/2010,711805.58,738840.86
88624,AGENT,CHURCH GARDENS RATHMINES,CLOSED,South East Area Office,Overflowing Skips,22/04/2010,315671,231389
69690,AGENT,ROSARY TERRACE STELLA GARDENS 1,CLOSED,South East Area Office,Overflowing Skips,15/02/2010,718212.91,733679.22
95612,AGENT,MOATVIEW DRIVE DARNDALE 62,CLOSED,North Central Area Office,Overflowing Skips,11/05/2010,719741.69,740701.78
60792,AGENT,KEEPER ROAD DRIMNAGH 67,CLOSED,South Central Area Office,Overflowing Skips,25/01/2010,713102.56,732649.27
87700,AGENT,FINDLATER STREET NORTH CIRCULAR ROAD 7,CLOSED,Central Area Office,Overflowing Skips,20/04/2010,713503.97,734873.74
97616,AGENT,YORK ROAD RATHMINES 5,CLOSED,South East Area Office,Overflowing Skips,18/05/2010,715498.06,731226.16
85576,AGENT,GLENDALOUGH ROAD BOTANIC AVENUE DRUMCONDRA 3,CLOSED,Central Area Office,Overflowing Skips,13/04/2010,715827.02,736727.89
97346,AGENT,COLLINS AVENUE 112,CLOSED,North Central Area Office,Overflowing Skips,17/05/2010,718219.42,737795.42
90928,AGENT,MOATVIEW DRIVE DARNDALE 63,CLOSED,North Central Area Office,Overflowing Skips,29/04/2010,719747.22,740701.78
92476,AGENT,INVERNESS ROAD FAIRVIEW 21,CLOSED,North Central Area Office,Overflowing Skips,04/05/2010,717007.48,736554.26
76252,AGENT,PLUNKETT ROAD FINGLAS WEST 66,CLOSED,North West Area Office,Overflowing Skips,08/03/2010,712568.36,739771.07
142624,AGENT,NICHOLAS AVENUE SMITHFIELD,CLOSED,Central Area Office,Overflowing Skips,31/08/2010,314864,234603
112776,AGENT,BATH STREET IRISHTOWN 7/9,CLOSED,South East Area Office,Overflowing Skips,23/06/2010,718374.57,733555.22
101756,AGENT,LA VISTA AVENUE KILLESTER 6,CLOSED,North Central Area Office,Overflowing Skips,28/05/2010,719381.40,737581.46
144354,AGENT,HAROLD'S CROSS COTTAGES HAROLD'S CROSS 40,CLOSED,South East Area Office,Overflowing Skips,06/09/2010,714921.86,732290.07
119152,AGENT,FASSAUGH AVENUE CABRA WEST,CLOSED,Central Area Office,Overflowing Skips,06/07/2010,313043,236349
111228,AGENT,SOMERVILLE AVENUE WALKINSTOWN 32,CLOSED,South Central Area Office,Overflowing Skips,18/06/2010,711811.36,731339.89
219032,AGENT,PALMERSTON PARK RATHMINES,CLOSED,South East Area Office,Overflowing Skips,08/03/2011,315794,230523
211396,AGENT,PEMBROKE GARDENS BALLSBRIDGE 9,CLOSED,South East Area Office,Overflowing Skips,16/02/2011,717342.21,732934.54
221026,AGENT,DISTILLERY ROAD DRUMCONDRA,CLOSED,North Central Area Office,Overflowing Skips,14/03/2011,316641,236062
197400,AGENT,CUFFE LANE 1,CLOSED,South East Area Office,Overflowing Skips,17/01/2011,715623.28,733372.72
213890,AGENT,WELLPARK AVENUE DRUMCONDRA 2,CLOSED,Central Area Office,Overflowing Skips,23/02/2011,716310.27,737476.38
236876,AGENT,CLONTARF ROAD CLONTARF 77,CLOSED,North Central Area Office,Overflowing Skips,18/04/2011,718854.70,736084.11
248372,AGENT,BESSBOROUGH AVENUE NORTH STRAND 27,CLOSED,Central Area Office,Overflowing Skips,13/05/2011,717111.93,735467.95
235106,AGENT,DRUMMOND PLACE HAROLD'S CROSS 18,CLOSED,South East Area Office,Overflowing Skips,12/04/2011,714944.78,732175.68
255058,AGENT,BATH AVENUE GARDENS SANDYMOUNT,CLOSED,South East Area Office,Overflowing Skips,31/05/2011,317923,233338
249220,AGENT,CONNAUGHT PARADE PHIBSBOROUGH,CLOSED,Central Area Office,Overflowing Skips,16/05/2011,314500,236089
249426,AGENT,GORDON STREET RINGSEND,CLOSED,South East Area Office,Overflowing Skips,16/05/2011,317524,233535
253448,AGENT,BLACK STREET NORTH CIRCULAR ROAD 15,CLOSED,Central Area Office,Overflowing Skips,26/05/2011,713441.59,734889.96
261586,AGENT,ROYAL CANAL BANK PHIBSBOROUGH,CLOSED,Central Area Office,Overflowing Skips,14/06/2011,315052,235235
244688,AGENT,MILLMOUNT PLACE DRUMCONDRA 19,CLOSED,Central Area Office,Overflowing Skips,05/05/2011,716040.57,736758.87
259252,AGENT,ROYAL CANAL BANK PHIBSBOROUGH,CLOSED,Central Area Office,Overflowing Skips,09/06/2011,315052,235235
264818,AGENT,PROSPECT AVENUE GLASNEVIN 3,CLOSED,Central Area Office,Overflowing Skips,22/06/2011,715018.46,736515.59
233942,AGENT,DONORE AVENUE 49,CLOSED,South Central Area Office,Overflowing Skips,08/04/2011,714365.85,732850.26
235378,AGENT,DRUMMOND PLACE HAROLD'S CROSS,CLOSED,South East Area Office,Overflowing Skips,13/04/2011,314976,232112
287692,AGENT,WEST ROAD EAST WALL 28,CLOSED,Central Area Office,Overflowing Skips,08/08/2011,717317.57,735541.73
301354,AGENT,PIGEON HOUSE ROAD RINGSEND,CLOSED,South East Area Office,Overflowing Skips,13/09/2011,318430,233427
294468,AGENT,LONDONBRIDGE ROAD SANDYMOUNT,CLOSED,South East Area Office,Overflowing Skips,26/08/2011,318193,233378
281544,AGENT,BEAUVALE PARK ARTANE 108,CLOSED,North Central Area Office,Overflowing Skips,25/07/2011,718315.11,738769.27
281406,AGENT,BEAUMONT ROAD BEAUMONT 108,CLOSED,North Central Area Office,Overflowing Skips,25/07/2011,717467.82,738696.77
297048,AGENT,CONNAUGHT PARADE PHIBSBOROUGH 25,CLOSED,Central Area Office,Overflowing Skips,01/09/2011,714492.80,736122.93
290488,AGENT,WESTFIELD ROAD HAROLD'S CROSS 4 VILLA MARIA,CLOSED,South Central Area Office,Overflowing Skips,16/08/2011,714309.19,731417.52
298694,AGENT,GRANGE PARK VIEW RAHENY 14 EIGHEDOE,CLOSED,North Central Area Office,Overflowing Skips,06/09/2011,721883.60,739108.58
276174,AGENT,SIGURD ROAD ARBOUR HILL 12,CLOSED,Central Area Office,Overflowing Skips,14/07/2011,714049.04,734959.01
286942,AGENT,WILLIAM'S PLACE UPPER 4,CLOSED,Central Area Office,Overflowing Skips,05/08/2011,715856.20,735911.44
301644,AGENT,DONARD ROAD DRIMNAGH,CLOSED,South Central Area Office,Overflowing Skips,13/09/2011,311578,232205
286512,AGENT,CRUMLIN ROAD CRUMLIN 191,CLOSED,South Central Area Office,Overflowing Skips,04/08/2011,712866.52,732221.43
270070,AGENT,SUMMERVILLE PARK RATHMINES,CLOSED,South East Area Office,Overflowing Skips,04/07/2011,315701,231261
295976,AGENT,OAKLANDS TERRACE TERENURE 8,CLOSED,South East Area Office,Overflowing Skips,30/08/2011,714606.47,730565.90
284456,AGENT,GARVILLE ROAD RATHGAR 15,CLOSED,South East Area Office,Overflowing Skips,02/08/2011,715327.50,730904.19
294388,AGENT,CONNAUGHT PARADE PHIBSBOROUGH 28,CLOSED,Central Area Office,Overflowing Skips,25/08/2011,714470.63,736127.03
291270,AGENT,LONDONBRIDGE ROAD SANDYMOUNT,CLOSED,South East Area Office,Overflowing Skips,18/08/2011,318193,233378
270824,AGENT,ABERCORN TERRACE INCHICORE 5,CLOSED,South Central Area Office,Overflowing Skips,05/07/2011,711469.27,733434.65
294356,AGENT,BUSHES LANE GROSVENOR VILLAS RATHGAR,CLOSED,South East Area Office,Overflowing Skips,25/08/2011,315083,231070
156178,AGENT,GREAT WESTERN SQUARE PHIBSBOROUGH 10,CLOSED,Central Area Office,Overflowing Skips,06/10/2010,714744.77,735709.45
173190,AGENT,CHARLEVILLE AVENUE BALLYBOUGH,CLOSED,Central Area Office,Overflowing Skips,11/11/2010,316826,235554
159430,AGENT,BLARNEY PARK CRUMLIN 45,CLOSED,South Central Area Office,Overflowing Skips,13/10/2010,713659.17,731346.34
154462,AGENT,CHELMSFORD LANE RANELAGH,CLOSED,South East Area Office,Overflowing Skips,01/10/2010,316496,231891
163920,AGENT,CAPEL STREET 117,CLOSED,Central Area Office,Overflowing Skips,26/10/2010,715237.34,734597.38
372674,AGENT,GROVE PARK RATHMINES 59,OPEN,South East Area Office,Overflowing Skips,26/03/2012,715378.39,732384.12
373126,AGENT,ADARE ROAD BONNYBROOK 13,CLOSED,North Central Area Office,Overflowing Skips,27/03/2012,719477.76,739841.73
1934,AGENT,DROMARD ROAD DRIMNAGH 97,CLOSED,South Central Area Office,Overflowing Skips,02/07/2009,711918.54,732113.41
11950,AGENT,SWAN'S NEST AVENUE KILBARRACK 35,CLOSED,North Central Area Office,Overflowing Skips,04/08/2009,722279.34,739238.62
371866,AGENT,HERBERT COTTAGES BALLSBRIDGE 11,CLOSED,South East Area Office,Overflowing Skips,23/03/2012,717966.37,732635.85
5030,AGENT,DUMMY ADDRESS APPLICATION FORMS,CLOSED,Central Area Office,Overflowing Skips,14/07/2009,999999.29,999999.31
375802,AGENT,FITZROY AVENUE DRUMCONDRA,CLOSED,Central Area Office,Overflowing Skips,04/04/2012,315974,235999
2896,AGENT,MACKEN STREET 30 SAINT MARTHA,CLOSED,South East Area Office,Overflowing Skips,06/07/2009,717098.72,733907.41
18110,AGENT,HANOVER LANE 10,CLOSED,South Central Area Office,Overflowing Skips,27/08/2009,715001.92,733642.01
8264,AGENT,RIALTO COTTAGES RIALTO 56,CLOSED,South Central Area Office,Overflowing Skips,22/07/2009,713517.65,733190.20
2212,AGENT,SAINT ALPHONSUS' ROAD UPPER DRUMCONDRA 50,CLOSED,Central Area Office,Overflowing Skips,03/07/2009,715764.72,736377.79
10236,AGENT,RIALTO COTTAGES RIALTO 52,CLOSED,South Central Area Office,Overflowing Skips,28/07/2009,713522.69,733216.40
1914,AGENT,DROMARD ROAD DRIMNAGH 97,CLOSED,South Central Area Office,Overflowing Skips,02/07/2009,711918.54,732113.41
328038,AGENT,RICHMOND STREET SOUTH 28,CLOSED,South East Area Office,Overflowing Skips,09/11/2011,715618.33,732565.20
317168,AGENT,SHANARD ROAD SANTRY,CLOSED,North West Area Office,Overflowing Skips,17/10/2011,315648,239196
327008,AGENT,HOME VILLAS DONNYBROOK,CLOSED,South East Area Office,Overflowing Skips,07/11/2011,317528,231842
315928,AGENT,ROSEMOUNT ROAD PHIBSBOROUGH,CLOSED,Central Area Office,Overflowing Skips,14/10/2011,314625,235636
308142,AGENT,GLENMORE ROAD CABRA,CLOSED,Central Area Office,Overflowing Skips,27/09/2011,313452,235534
327966,AGENT,SHANARD ROAD SANTRY 117,CLOSED,North West Area Office,Overflowing Skips,09/11/2011,715630.92,739313.43
330290,AGENT,ANNA VILLA RANELAGH 25-25A,CLOSED,South East Area Office,Overflowing Skips,15/11/2011,716463.30,731585.88
302298,AGENT,CORRIB ROAD TERENURE 2,CLOSED,South Central Area Office,Overflowing Skips,15/09/2011,713577.57,730716.06
306146,AGENT,CORRIB ROAD TERENURE,CLOSED,South Central Area Office,Overflowing Skips,23/09/2011,313603,230468
328162,AGENT,AVONDALE PARK RAHENY,CLOSED,North Central Area Office,Overflowing Skips,09/11/2011,321537,237992
342048,AGENT,SAINT DECLAN'S ROAD MARINO,CLOSED,North Central Area Office,Overflowing Skips,14/12/2011,317474,236706
